jail,source_url,race,gender,arrest_age,age_category,time_since_arrested,scraped_at
Washington Parish,http://washington.lavns.org,Black,Male,30,25-34,72,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,24,18-24,4,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,28,25-34,59,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,20,18-24,552,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,18,18-24,1054,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,48,45-54,93,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,56,55+,182,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,44,35-44,65,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,42,35-44,60,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,35,35-44,2161,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,19,18-24,560,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,22,18-24,245,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,38,35-44,197,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,42,35-44,245,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,39,35-44,239,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,28,25-34,52,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,59,55+,709,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,54,45-54,76,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,33,25-34,410,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,44,35-44,45,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,52,45-54,1124,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,38,35-44,863,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Female,23,18-24,78,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,74,55+,24,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Female,26,25-34,1,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,36,35-44,313,2025-06-13
Washington Parish,http://washington.lavns.org,White,Female,32,25-34,8,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,30,25-34,1092,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,31,25-34,24,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,67,55+,1,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Female,27,25-34,71,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,31,25-34,542,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,40,35-44,16,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,42,35-44,16,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,21,18-24,357,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,22,18-24,657,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Female,37,35-44,80,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,50,45-54,458,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,46,45-54,201,2025-06-13
Washington Parish,http://washington.lavns.org,White,Female,51,45-54,31,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,30,25-34,41,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,21,18-24,87,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,38,35-44,67,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,24,18-24,26,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,41,35-44,1332,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,50,45-54,69,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,21,18-24,875,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,52,45-54,213,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,18,18-24,464,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,26,25-34,4,2025-06-13
Washington Parish,http://washington.lavns.org,White,Female,62,55+,52,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,31,25-34,619,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Female,24,18-24,552,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,36,35-44,97,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,38,35-44,97,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,23,18-24,345,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,19,18-24,1457,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,60,55+,63,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,35,35-44,49,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,51,45-54,58,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,24,18-24,38,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,36,35-44,1275,2025-06-13
Washington Parish,http://washington.lavns.org,White,Female,45,45-54,47,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Female,34,25-34,63,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,24,18-24,78,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,27,25-34,245,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,62,55+,21,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,44,35-44,562,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,65,55+,81,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,20,18-24,63,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,23,18-24,39,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,25,25-34,760,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,46,45-54,876,2025-06-13
Washington Parish,http://washington.lavns.org,White,Female,46,45-54,89,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,19,18-24,39,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,39,35-44,19,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,34,25-34,31,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,30,25-34,50,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,30,25-34,87,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,22,18-24,190,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,46,45-54,33,2025-06-13
Washington Parish,http://washington.lavns.org,White,Male,39,35-44,175,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,38,35-44,31,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,56,55+,136,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,63,55+,58,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,18,18-24,205,2025-06-13
Washington Parish,http://washington.lavns.org,Black,Male,72,55+,35,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,355,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,38,35-44,327,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,411,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,65,55+,327,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,47,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,716,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,63,55+,78,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,37,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,12,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,38,35-44,264,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,63,55+,12,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,39,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,37,35-44,26,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,25,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,34,25-34,216,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,36,35-44,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,34,25-34,425,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,2158,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,NA,NA,NA,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,34,25-34,67,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,22,18-24,165,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,45,45-54,374,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,29,25-34,256,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,256,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,68,55+,178,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,236,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,64,55+,135,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,27,25-34,782,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,20,18-24,22,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,543,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,508,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,266,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,56,55+,110,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,60,55+,221,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,507,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,250,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,41,35-44,109,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,1305,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,18,18-24,507,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,26,25-34,456,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,51,45-54,401,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,525,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,23,18-24,25,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,264,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,40,35-44,526,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,21,18-24,1048,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,56,55+,155,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,46,45-54,407,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,225,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,50,45-54,219,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,21,18-24,9,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,32,25-34,365,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,24,18-24,39,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,41,35-44,52,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,39,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,37,35-44,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,109,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,63,55+,96,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,458,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,24,18-24,1057,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,54,45-54,51,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,60,55+,543,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,15,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,45,45-54,84,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,56,55+,1995,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,65,55+,43,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,15,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,19,18-24,123,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,642,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,327,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,42,35-44,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,44,35-44,12,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,31,25-34,17,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,46,45-54,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,1003,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,36,35-44,54,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,46,45-54,40,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,45,45-54,198,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,297,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,51,45-54,76,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,52,45-54,71,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,122,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,541,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,355,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,327,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,34,25-34,35,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,132,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,4744,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,9,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,264,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,39,35-44,381,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,74,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,256,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,37,35-44,264,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,276,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,52,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,37,35-44,192,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,50,45-54,63,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,46,45-54,487,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,64,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,28,25-34,359,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,44,35-44,292,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,35,35-44,327,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,548,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,41,35-44,96,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,36,35-44,327,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,40,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,43,35-44,507,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,46,45-54,83,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,40,35-44,581,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,29,25-34,15,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,740,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,27,25-34,352,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,161,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,68,55+,98,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,58,55+,99,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,23,18-24,109,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,36,35-44,45,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,56,55+,263,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,25,25-34,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,27,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,39,35-44,369,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,25,25-34,313,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,31,25-34,310,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,46,45-54,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,37,35-44,23,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,38,35-44,82,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,284,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,53,45-54,114,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,242,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,67,55+,382,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,221,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,30,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,40,35-44,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,53,45-54,911,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,331,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,692,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,47,45-54,425,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,34,25-34,25,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,78,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,48,45-54,397,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,95,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,40,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,50,45-54,24,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,59,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,250,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,27,25-34,82,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,20,18-24,57,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,43,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,25,25-34,762,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,52,45-54,450,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,51,45-54,26,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,120,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,47,45-54,37,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,347,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,38,35-44,924,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,24,18-24,73,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,47,45-54,109,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,35,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,40,35-44,26,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,38,35-44,806,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,26,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,66,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,311,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,110,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,236,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,1,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,25,25-34,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,42,35-44,24,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,47,45-54,301,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,72,55+,382,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,19,18-24,548,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,61,55+,327,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,246,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,35,35-44,60,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,740,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,34,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,9,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,54,2025-06-13
Webster Parish,http://webster.lavns.org,Unknown,Male,26,25-34,205,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,96,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,26,25-34,327,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,42,35-44,347,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,35,35-44,421,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,59,55+,96,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,27,25-34,16,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,42,35-44,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,20,18-24,24,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,54,45-54,179,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,29,25-34,275,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,53,45-54,863,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,25,25-34,5,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,275,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,46,45-54,96,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,45,45-54,96,2025-06-13
Webster Parish,http://webster.lavns.org,Unknown,Male,19,18-24,424,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,29,25-34,2,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,109,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,57,55+,5,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,95,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,20,18-24,225,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,382,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,23,18-24,5,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,58,55+,204,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,34,25-34,48,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,42,35-44,242,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,36,35-44,687,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,27,25-34,49,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,20,18-24,147,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,19,18-24,548,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,54,45-54,135,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,33,25-34,337,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,65,55+,355,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,35,35-44,64,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,21,18-24,172,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,11,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,23,18-24,397,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,397,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,24,18-24,40,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,48,45-54,822,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,36,35-44,299,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,47,45-54,191,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,36,35-44,298,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,27,25-34,12,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,33,25-34,25,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,20,18-24,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,77,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,32,25-34,3,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,69,55+,351,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,40,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,56,55+,381,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,23,18-24,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,53,45-54,190,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,217,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,1263,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,96,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,45,45-54,122,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,45,45-54,221,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,428,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,54,45-54,77,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,36,35-44,355,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,48,45-54,165,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,35,35-44,68,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,26,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,30,25-34,687,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,56,55+,207,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,38,35-44,705,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,49,45-54,120,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,50,45-54,274,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,49,45-54,221,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,67,55+,355,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,37,35-44,397,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,529,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,52,45-54,194,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,39,35-44,899,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,76,55+,368,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,47,45-54,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,425,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,69,55+,236,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,219,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,46,45-54,12,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,21,18-24,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,20,18-24,47,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,15,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,225,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,66,55+,921,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,327,2025-06-13
