jail,source_url,race,gender,arrest_age,age_category,time_since_arrested,scraped_at
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,31,25-34,16,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,40,35-44,453,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,27,25-34,95,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,37,35-44,265,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,26,25-34,254,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,36,35-44,40,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,26,25-34,120,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,42,35-44,236,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,53,45-54,292,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Female,37,35-44,239,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,19,18-24,11,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,64,55+,849,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,48,45-54,119,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,40,35-44,153,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,31,25-34,221,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,42,35-44,39,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,27,25-34,129,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,24,18-24,46,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,44,35-44,400,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,24,18-24,150,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,33,25-34,1867,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Female,29,25-34,561,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,23,18-24,76,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,22,18-24,153,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,45,45-54,553,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,36,35-44,121,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,44,35-44,63,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,Black,Male,26,25-34,2054,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,67,55+,388,2025-06-13
East Feliciana Parish,http://eastfeliciana.lavns.org,White,Male,39,35-44,61,2025-06-13
